# H2 collision-induced opacity tables
# Borysow, Jorgensen & Zheng (1997, A&A 324, 185)
# H2HE(7,81): log10 of H2-He CIA coefficient
# H2H2(7,81): log10 of H2-H2 CIA coefficient
# 7 temperatures: T = 1000, 2000, ..., 7000 K
# 81 wavenumber points: nu = 0, 250, ..., 20000 cm-1
# Format: 7 values per line (one wavenumber point), H2HE block then H2H2 block
   -46.000     -46.000     -46.000     -46.000     -46.000     -46.000     -46.000
   -44.288     -44.288     -44.288     -44.288     -44.288     -44.288     -44.288
   -44.288     -44.142     -44.045     -43.997     -43.949     -44.900     -43.852
   -44.362     -44.090     -43.978     -43.901     -43.833     -43.939     -43.716
   -44.461     -44.114     -43.954     -43.863     -43.786     -43.717     -43.654
   -44.601     -44.195     -43.973     -43.875     -43.791     -43.715     -43.646
   -44.777     -44.292     -44.012     -43.905     -43.813     -43.732     -43.658
   -45.000     -44.402     -44.061     -43.946     -43.844     -43.756     -43.678
   -45.268     -44.530     -44.122     -43.996     -43.883     -43.786     -43.703
   -45.562     -44.680     -44.199     -44.059     -43.932     -43.823     -43.733
   -45.841     -44.841     -44.289     -44.128     -43.983     -43.862     -43.766
   -46.012     -44.969     -44.371     -44.182     -44.017     -43.891     -43.789
   -45.931     -44.975     -44.394     -44.173     -43.999     -43.872     -43.779
   -45.621     -44.790     -44.293     -44.062     -43.905     -43.793     -43.726
   -45.151     -44.469     -44.084     -43.871     -43.755     -43.705     -43.666
   -44.620     -44.131     -43.871     -43.715     -43.640     -43.644     -43.628
   -44.166     -43.892     -43.748     -43.674     -43.639     -43.628     -43.625
   -44.023     -43.837     -43.743     -43.710     -43.691     -43.663     -43.660
   -44.190     -43.942     -43.830     -43.782     -43.755     -43.735     -43.719
   -44.446     -44.120     -43.967     -43.884     -43.839     -43.807     -43.776
   -44.689     -44.312     -44.120     -44.011     -43.932     -43.872     -43.826
   -44.904     -44.491     -44.269     -44.134     -44.022     -43.941     -43.881
   -45.133     -44.656     -44.407     -44.244     -44.115     -44.016     -43.941
   -45.398     -44.824     -44.543     -44.359     -44.217     -44.098     -44.006
   -45.701     -45.010     -44.686     -44.481     -44.322     -44.186     -44.076
   -46.024     -45.221     -44.843     -44.610     -44.431     -44.275     -44.147
   -46.350     -45.449     -45.015     -44.747     -44.542     -44.366     -44.219
   -46.736     -45.674     -45.189     -44.887     -44.657     -44.458     -44.294
   -46.993     -45.865     -45.347     -45.023     -44.771     -44.551     -44.367
   -47.031     -45.981     -45.469     -45.141     -44.878     -44.640     -44.437
   -46.787     -46.008     -45.553     -45.244     -44.979     -44.727     -44.506
   -46.496     -45.969     -45.618     -45.343     -45.085     -44.820     -44.579
   -46.310     -45.953     -45.689     -45.449     -45.198     -44.919     -44.656
   -46.295     -46.001     -45.787     -45.572     -45.321     -45.021     -44.732
   -46.434     -46.122     -45.919     -45.717     -45.453     -45.123     -44.804
   -46.671     -46.306     -46.085     -45.896     -45.588     -45.224     -44.873
   -46.964     -46.539     -46.284     -46.068     -45.723     -45.320     -44.937
   -47.295     -46.807     -46.501     -46.241     -45.858     -45.412     -44.998
   -47.662     -47.097     -46.723     -46.415     -45.996     -45.500     -45.056
   -48.050     -47.399     -46.949     -46.583     -46.135     -45.587     -45.111
   -48.416     -47.683     -47.169     -46.749     -46.274     -45.671     -45.165
   -48.678     -47.892     -47.359     -46.907     -46.412     -45.752     -45.215
   -48.720     -47.963     -47.494     -47.044     -46.551     -45.828     -45.263
   -48.583     -47.912     -47.566     -47.160     -46.689     -45.901     -45.309
   -48.380     -47.807     -47.574     -47.236     -46.828     -45.972     -45.354
   -48.164     -47.692     -47.543     -47.281     -46.953     -46.041     -45.397
   -47.988     -47.603     -47.513     -47.300     -47.028     -46.106     -45.438
   -47.874     -47.562     -47.506     -47.326     -47.085     -46.171     -45.479
   -47.846     -47.571     -47.518     -47.361     -47.141     -46.235     -45.519
   -47.827     -47.577     -47.536     -47.397     -47.194     -46.298     -45.558
   -47.841     -47.583     -47.548     -47.416     -47.234     -46.357     -45.596
   -47.949     -47.631     -47.550     -47.411     -47.253     -46.412     -45.632
   -48.168     -47.763     -47.580     -47.428     -47.282     -46.467     -45.668
   -48.442     -47.955     -47.682     -47.516     -47.360     -46.528     -45.704
   -48.685     -48.145     -47.839     -47.654     -47.473     -46.593     -45.741
   -48.859     -48.310     -47.990     -47.778     -47.575     -46.655     -45.777
   -48.989     -48.445     -48.118     -47.878     -47.660     -46.714     -45.813
   -49.121     -48.560     -48.250     -47.981     -47.749     -46.773     -45.847
   -49.277     -48.667     -48.390     -48.094     -47.842     -46.831     -45.881
   -49.469     -48.778     -48.525     -48.202     -47.933     -46.888     -45.916
   -49.697     -48.907     -48.650     -48.303     -48.019     -46.943     -45.949
   -49.939     -49.059     -48.774     -48.403     -48.104     -46.996     -45.982
   -50.225     -49.227     -48.898     -48.504     -48.190     -47.049     -46.015
   -50.537     -49.406     -49.016     -48.603     -48.273     -47.101     -46.048
   -50.831     -49.598     -49.130     -48.697     -48.354     -47.152     -46.080
   -50.981     -49.807     -49.239     -48.791     -48.435     -47.202     -46.112
   -51.106     -50.006     -49.345     -48.882     -48.514     -47.251     -46.145
   -51.231     -50.131     -49.445     -48.972     -48.591     -47.299     -46.176
   -51.356     -50.256     -49.540     -49.060     -48.667     -47.347     -46.208
   -51.481     -50.381     -49.629     -49.143     -48.741     -47.392     -46.239
   -51.606     -50.506     -49.711     -49.225     -48.813     -47.437     -46.271
   -51.731     -50.631     -49.787     -49.303     -48.885     -47.481     -46.302
   -51.856     -50.756     -49.858     -49.377     -48.955     -47.523     -46.333
   -51.981     -50.881     -49.929     -49.449     -49.023     -47.566     -46.364
   -52.106     -51.006     -50.000     -49.517     -49.089     -47.607     -46.395
   -52.231     -51.131     -50.069     -49.581     -49.154     -47.647     -46.425
   -52.356     -51.256     -50.133     -49.642     -49.217     -47.687     -46.456
   -52.481     -51.381     -50.204     -49.699     -49.278     -47.726     -46.486
   -52.606     -51.506     -50.275     -49.752     -49.337     -47.765     -46.517
   -52.731     -51.631     -50.347     -49.803     -49.396     -47.802     -46.548
   -52.856     -51.756     -50.418     -49.850     -49.450     -47.839     -46.578
   -46.000     -46.000     -46.000     -46.000     -46.000     -46.000     -46.000
   -45.350     -45.350     -45.350     -45.350     -45.350     -45.350     -45.350
   -44.850     -44.850     -44.850     -44.850     -44.850     -45.850     -45.850
   -44.375     -44.465     -44.497     -44.504     -44.502     -44.657     -44.656
   -44.161     -44.216     -44.249     -44.255     -44.245     -44.231     -44.227
   -44.160     -44.081     -44.081     -44.076     -44.063     -44.047     -44.042
   -44.249     -44.017     -43.966     -43.940     -43.918     -43.898     -43.891
   -44.450     -44.020     -43.900     -43.844     -43.806     -43.776     -43.764
   -44.712     -44.080     -43.881     -43.785     -43.726     -43.682     -43.662
   -45.016     -44.186     -43.902     -43.763     -43.677     -43.616     -43.586
   -45.308     -44.319     -43.958     -43.773     -43.659     -43.579     -43.537
   -45.452     -44.442     -44.034     -43.810     -43.669     -43.570     -43.514
   -45.306     -44.500     -44.100     -43.858     -43.697     -43.580     -43.511
   -45.081     -44.452     -44.111     -43.887     -43.724     -43.598     -43.518
   -44.801     -44.302     -44.049     -43.876     -43.734     -43.608     -43.522
